,uid,nprocs,run_time,exe,POSIX_agg_perf_by_slowest,POSIX_TOTAL_FILES,POSIX_READ_ONLY_FILES,POSIX_WRITE_ONLY_FILES,POSIX_READ_WRITE_FILES,POSIX_UNIQUE_FILES,POSIX_SHARE_FILES,POSIX_OPENS,POSIX_FILENOS,POSIX_DUPS,POSIX_READS,POSIX_WRITES,POSIX_SEEKS,POSIX_STATS,POSIX_MMAPS,POSIX_FSYNCS,POSIX_FDSYNCS,POSIX_RENAME_SOURCES,POSIX_RENAME_TARGETS,POSIX_RENAMED_FROM,POSIX_MODE,POSIX_BYTES_READ,POSIX_BYTES_WRITTEN,POSIX_MAX_BYTE_READ,POSIX_MAX_BYTE_WRITTEN,POSIX_CONSEC_READS,POSIX_CONSEC_WRITES,POSIX_SEQ_READS,POSIX_SEQ_WRITES,POSIX_RW_SWITCHES,POSIX_MEM_NOT_ALIGNED,POSIX_MEM_ALIGNMENT,POSIX_FILE_NOT_ALIGNED,POSIX_FILE_ALIGNMENT,POSIX_MAX_READ_TIME_SIZE,POSIX_MAX_WRITE_TIME_SIZE,POSIX_SIZE_READ_0_100,POSIX_SIZE_READ_100_1K,POSIX_SIZE_READ_1K_10K,POSIX_SIZE_READ_10K_100K,POSIX_SIZE_READ_100K_1M,POSIX_SIZE_READ_1M_4M,POSIX_SIZE_READ_4M_10M,POSIX_SIZE_READ_10M_100M,POSIX_SIZE_READ_100M_1G,POSIX_SIZE_READ_1G_PLUS,POSIX_SIZE_WRITE_0_100,POSIX_SIZE_WRITE_100_1K,POSIX_SIZE_WRITE_1K_10K,POSIX_SIZE_WRITE_10K_100K,POSIX_SIZE_WRITE_100K_1M,POSIX_SIZE_WRITE_1M_4M,POSIX_SIZE_WRITE_4M_10M,POSIX_SIZE_WRITE_10M_100M,POSIX_SIZE_WRITE_100M_1G,POSIX_SIZE_WRITE_1G_PLUS,POSIX_STRIDE1_STRIDE,POSIX_STRIDE2_STRIDE,POSIX_STRIDE3_STRIDE,POSIX_STRIDE4_STRIDE,POSIX_STRIDE1_COUNT,POSIX_STRIDE2_COUNT,POSIX_STRIDE3_COUNT,POSIX_STRIDE4_COUNT,POSIX_ACCESS1_ACCESS,POSIX_ACCESS2_ACCESS,POSIX_ACCESS3_ACCESS,POSIX_ACCESS4_ACCESS,POSIX_ACCESS1_COUNT,POSIX_ACCESS2_COUNT,POSIX_ACCESS3_COUNT,POSIX_ACCESS4_COUNT,POSIX_FASTEST_RANK,POSIX_FASTEST_RANK_BYTES,POSIX_SLOWEST_RANK,POSIX_SLOWEST_RANK_BYTES
0,410575,16,498.0,./mosst_dynamo.x ,302.6275729451708,13,3,9,0,10,3,115.0,-13.0,-13.0,45728.0,10984.0,77.0,228.0,0.0,0.0,0.0,-13.0,-13.0,0.0,4818.0,373396960.0,89408588.0,23323752.0,89408507.0,45632.0,10914.0,45632.0,10957.0,0.0,0.0,104.0,56255.0,13631488.0,13555.0,278.0,96.0,32.0,45600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,23.0,10927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16093696.0,5975968.0,5975968.0,550400.0,8.0,5.0,3.0,2.0,38704.0,9039.0,16601.0,4640.0,56528.0,43.0,22.0,8.0,13.0,23337310.0,39.0,23337310.0
1,410575,16,788.0,./mosst_dynamo.x ,246.6995952666548,13,3,9,0,10,3,113.0,-13.0,-13.0,45728.0,10982.0,75.0,224.0,0.0,0.0,0.0,-13.0,-13.0,0.0,4818.0,373397024.0,89408518.0,23323754.0,89408437.0,45632.0,10914.0,45632.0,10955.0,0.0,0.0,104.0,56253.0,13631488.0,13557.0,8466.0,96.0,32.0,45600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,23.0,10927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16093696.0,5975968.0,5975968.0,550400.0,8.0,5.0,3.0,2.0,38706.0,9039.0,16601.0,4640.0,56526.0,43.0,22.0,8.0,16.0,23337314.0,23.0,23337314.0
2,410575,16,415.0,./mosst_dynamo.x ,46.292415053563175,13,3,9,0,10,3,117.0,-13.0,-13.0,45728.0,10986.0,79.0,232.0,0.0,0.0,0.0,-13.0,-13.0,0.0,4818.0,373396960.0,89409006.0,23323752.0,89408925.0,45632.0,10914.0,45632.0,10959.0,0.0,0.0,104.0,56257.0,13631488.0,13555.0,8466.0,96.0,32.0,45600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,26.0,10927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16093696.0,5975968.0,5975968.0,550400.0,8.0,5.0,3.0,2.0,38704.0,9039.0,16601.0,4640.0,56530.0,43.0,22.0,8.0,26.0,23337310.0,26.0,23337310.0
3,410575,16,589.0,./mosst_dynamo.x ,314.1219929947829,13,3,9,0,10,3,114.0,-13.0,-13.0,45728.0,10983.0,76.0,226.0,0.0,0.0,0.0,-13.0,-13.0,0.0,4818.0,373396960.0,89408553.0,23323752.0,89408472.0,45632.0,10914.0,45632.0,10956.0,0.0,0.0,104.0,56254.0,13631488.0,13555.0,278.0,96.0,32.0,45600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,23.0,10927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16093696.0,5975968.0,5975968.0,550400.0,8.0,5.0,3.0,2.0,38704.0,9039.0,16601.0,4640.0,56527.0,43.0,22.0,8.0,25.0,23337310.0,33.0,23337310.0
4,410575,16,468.0,./mosst_dynamo.x ,276.57290122866567,13,3,9,0,10,3,117.0,-13.0,-13.0,45728.0,10986.0,79.0,232.0,0.0,0.0,0.0,-13.0,-13.0,0.0,4818.0,373397024.0,89409006.0,23323754.0,89408925.0,45632.0,10914.0,45632.0,10959.0,0.0,0.0,104.0,56257.0,13631488.0,13557.0,622.0,96.0,32.0,45600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,26.0,10927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16093696.0,5975968.0,5975968.0,550400.0,8.0,5.0,3.0,2.0,38706.0,9039.0,16601.0,4640.0,56530.0,43.0,22.0,8.0,10.0,23337314.0,34.0,23337314.0
5,410575,16,387.0,./mosst_dynamo.x ,62.11548598262579,13,3,9,0,10,3,114.0,-13.0,-13.0,45728.0,10983.0,76.0,226.0,0.0,0.0,0.0,-13.0,-13.0,0.0,4818.0,373396960.0,89408553.0,23323752.0,89408472.0,45632.0,10914.0,45632.0,10956.0,0.0,0.0,104.0,56254.0,13631488.0,13555.0,16654.0,96.0,32.0,45600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,23.0,10927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16093696.0,5975968.0,5975968.0,550400.0,8.0,5.0,3.0,2.0,38704.0,9039.0,16601.0,4640.0,56527.0,43.0,22.0,8.0,31.0,23337310.0,42.0,23337310.0
6,410575,16,790.0,./mosst_dynamo.x ,306.72814985757327,13,3,9,0,10,3,113.0,-13.0,-13.0,45728.0,10982.0,75.0,224.0,0.0,0.0,0.0,-13.0,-13.0,0.0,4818.0,373397024.0,89408518.0,23323754.0,89408437.0,45632.0,10914.0,45632.0,10955.0,0.0,0.0,104.0,56253.0,13631488.0,13557.0,606.0,96.0,32.0,45600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,23.0,10927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16093696.0,5975968.0,5975968.0,550400.0,8.0,5.0,3.0,2.0,38706.0,9039.0,16601.0,4640.0,56526.0,43.0,22.0,8.0,9.0,23337314.0,30.0,23337314.0
7,410575,16,1180.0,./mosst_dynamo.x ,257.56415993998405,13,3,9,0,10,3,114.0,-13.0,-13.0,45728.0,10983.0,76.0,226.0,0.0,0.0,0.0,-13.0,-13.0,0.0,4818.0,373396960.0,89408553.0,23323752.0,89408472.0,45632.0,10914.0,45632.0,10956.0,0.0,0.0,104.0,56254.0,13631488.0,13555.0,278.0,96.0,32.0,45600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,23.0,10927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16093696.0,5975968.0,5975968.0,550400.0,8.0,5.0,3.0,2.0,38704.0,9039.0,16601.0,4640.0,56527.0,43.0,22.0,8.0,15.0,23337310.0,31.0,23337310.0
8,410575,16,796.0,./mosst_dynamo.x ,59.310276013429615,13,3,9,0,10,3,113.0,-13.0,-13.0,45728.0,10982.0,75.0,224.0,0.0,0.0,0.0,-13.0,-13.0,0.0,4818.0,373397024.0,89408518.0,23323754.0,89408437.0,45632.0,10914.0,45632.0,10955.0,0.0,0.0,104.0,56253.0,13631488.0,13557.0,8466.0,96.0,32.0,45600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,23.0,10927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16093696.0,5975968.0,5975968.0,550400.0,8.0,5.0,3.0,2.0,38706.0,9039.0,16601.0,4640.0,56526.0,43.0,22.0,8.0,23.0,23337314.0,24.0,23337314.0
9,410575,16,790.0,./mosst_dynamo.x ,180.69229228541388,13,3,9,0,10,3,113.0,-13.0,-13.0,45728.0,10982.0,75.0,224.0,0.0,0.0,0.0,-13.0,-13.0,0.0,4818.0,373397024.0,89408518.0,23323754.0,89408437.0,45632.0,10914.0,45632.0,10955.0,0.0,0.0,104.0,56253.0,13631488.0,13557.0,278.0,96.0,32.0,45600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,23.0,10927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16093696.0,5975968.0,5975968.0,550400.0,8.0,5.0,3.0,2.0,38706.0,9039.0,16601.0,4640.0,56526.0,43.0,22.0,8.0,10.0,23337314.0,22.0,23337314.0
